campaign,phase,job_id,pvt,mismatch_seed,noise_seed,comparison_index,frame_index,view,retained,expected_commanded_vid_v,actual_commanded_vid_v,commanded_input_match,expected_code,actual_code,code_match,expected_valid,actual_valid,valid_match,returncode,simulation_aborted,row_pass,early_stop,deck,log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4,TT_3P3_27C,3,100003,0,4,STEADY_STATE_RETAINED,True,-0.8876553625803686,-0.8876553625803686,True,62,62,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4,TT_3P3_27C,3,100003,1,5,STEADY_STATE_RETAINED,True,-1.453264595214216,-1.453264595214216,True,19,19,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4,TT_3P3_27C,3,100003,2,6,STEADY_STATE_RETAINED,True,-1.3592129542928053,-1.3592129542928053,True,26,26,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4,TT_3P3_27C,3,100003,3,7,STEADY_STATE_RETAINED,True,-0.6479892721835194,-0.6479892721835194,True,80,80,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4,TT_3P3_27C,3,100003,4,8,STEADY_STATE_RETAINED,True,0.35730001258538896,0.35730001258538896,True,156,156,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S003_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4,TT_3P3_27C,4,100004,0,4,STEADY_STATE_RETAINED,True,-0.8876117243549283,-0.8876117243549283,True,60,60,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4,TT_3P3_27C,4,100004,1,5,STEADY_STATE_RETAINED,True,-1.4531477355815632,-1.4531477355815632,True,18,18,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4,TT_3P3_27C,4,100004,2,6,STEADY_STATE_RETAINED,True,-1.3590276387224562,-1.3590276387224562,True,25,25,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4,TT_3P3_27C,4,100004,3,7,STEADY_STATE_RETAINED,True,-0.6479578552931761,-0.6479578552931761,True,78,78,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4,TT_3P3_27C,4,100004,4,8,STEADY_STATE_RETAINED,True,0.3572150433094632,0.3572150433094632,True,154,154,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S004_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4,TT_3P3_27C,5,100005,0,4,STEADY_STATE_RETAINED,True,-0.887532720855733,-0.887532720855733,True,61,61,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4,TT_3P3_27C,5,100005,1,5,STEADY_STATE_RETAINED,True,-1.453150133799595,-1.453150133799595,True,18,18,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4,TT_3P3_27C,5,100005,2,6,STEADY_STATE_RETAINED,True,-1.3591932837315612,-1.3591932837315612,True,25,25,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4,TT_3P3_27C,5,100005,3,7,STEADY_STATE_RETAINED,True,-0.6478971580723454,-0.6478971580723454,True,79,79,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4/logs/w4_first5.log
01_MC200_TT_LOW_W4,P4_EVENT_NOISE_MC200_LOW,MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4,TT_3P3_27C,5,100005,4,8,STEADY_STATE_RETAINED,True,0.35715954179418696,0.35715954179418696,True,154,154,True,True,True,True,0,False,True,W4_FIRST5_RETAINED_FRAMES_4_TO_8,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4/jobs/w4_first5.spice,/foss/designs/A44_SAR_ADC_CURRENT_CACE_REPRODUCIBLE_20260728_R1/06_RUN_OUTPUTS/RUN_20260728T182026Z/dynamic_mc200/P4_EVENT_NOISE_MC200_LOW/MC200_CMP_XM5_XM6_W8P2524_XM7_XM11_W16P8587_S005_LOW_W4/logs/w4_first5.log
